sdc_dealno,date,targetName,acquirorName,URL_found,IdentifiableIntangibleassetsI,Goodwill,totalDealValueFromFiling,TotalIIAifreportedasaggreg,InProcessRD,valuePatents,TrademarksTradenamesBrand,Technology,Workforce,Noncompeteagreements,MaintenanceSupportContracts,CustomerRelationshipscontract,Contractcontractualrights,Cashacquired,Backlog,IntellectualProperty,RoyaltyAgreement,Other,tgt_cik,origACQcik,acq_cik,acq_cik2,acq_cik3,acq_cik4,acq_cik5,RA,Notes,source,url10s_1,TargetCIK,AcquirerCIK,yearDeal,TargetIndustryGroup,AcquirorSICcode,ofOther,ofUnknown,bothGW_IIA_missing,fromRecent,hand_IIA,hand_GW,handChecked_2018
1662410,7/1/2005,Bone Care Intl Inc,Genzyme Corp,https://www.sec.gov/Archives/edgar/data/732485/000104746905026424/a2164248z10-q.htm,516.9,225.652,712.345,,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000732485,0000732485,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,2836,,,0,1,,,0
1663599,7/14/2005,Oshkosh B Gosh Inc,Carter's Inc,https://www.sec.gov/Archives/edgar/data/1060822/000110465905054242/a05-17885_110q.htm,121.1,148.149,319.41,,0,0,102,0,0,0,0,0,0,0,0,0,0,19100000,,,0001060822,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,5641,,,0,1,,,0
1663652,7/13/2005,Tarantella Inc,Sun Microsystems Inc,https://www.sec.gov/Archives/edgar/data/709519/000119312505216226/d10q.htm,12,19,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000709519,0000709519,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3577,,,0,1,,,0
1664088,8/2/2005,Cuno Inc,3M Co,https://www.sec.gov/Archives/edgar/data/66740/000110465905050675/a05-17965_110q.htm,296,986,1282,,0,0,0,0,0,0,0,0,0,28000000,0,0,0,0,,0000066740,0000066740,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3841,4.27,,0,1,,,0
1664256,6/14/2005,Salmedix Inc,Cephalon Inc,https://www.sec.gov/Archives/edgar/data/873364/000110465905037892/a05-12700_110q.htm,130.1,0,2009,,130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000873364,0000873364,,,,,Lincel,,Post2002collect,,,,2005,Services,2834,20,,0,1,,,0
1664745,8/5/2005,Overnite Corp,UPS,https://www.sec.gov/Archives/edgar/data/1090727/000119312505221335/d10q.htm,23,1009,1250,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001090727,0001090727,,,,,Lincel,,Post2002collect,,,,2005,Services,4215,,,1,1,23,1009,1
1665977,7/29/2005,Titan Corp,L-3 Communications Holdings,https://www.sec.gov/Archives/edgar/data/1039101/000095013605006864/file001.htm,225,2292.121,2779.593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001056239,0001056239,,,,,Lincel,,Post2002collect,,,,2005,Services,3663,24.59,,0,1,,,0
1667587,9/28/2005,Comdial Corp,Artisoft Inc,https://www.sec.gov/Archives/edgar/data/877931/000119312505227293/d10q.htm,4.3,9.199999999999999,21,,0,0,.2,.8,0,0,0,3.3,0,200000,0,0,0,0,,,0000877931,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,7372,16.18,,0,1,,,0
1668644,8/30/2005,Shopping com Ltd,eBay Inc,https://www.sec.gov/Archives/edgar/data/1065088/000089161805000803/f13552e10vq.htm,133.6,418.711,685.285,,0,0,38.7,21.3,0,0,0,73.59999999999999,0,0,0,0,0,0,,0001065088,0001065088,,,,,Lincel,,Post2002collect,,,,2005,Trade,7389,,,0,1,,,0
1668706,8/1/2005,Physiometrix Inc,Hospira Inc,https://www.sec.gov/Archives/edgar/data/1274057/000110465905054462/a05-18357_110q.htm,9.9,8.199999999999999,24.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001274057,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,2834,4.39,,0,1,,,0
1668849,8/31/2005,Storage Technology Corp,Sun Microsystems Inc,https://www.sec.gov/Archives/edgar/data/709519/000119312505216226/d10q.htm,1171.000064,1754,4082,,49,0,55,516,0,0,0,540,0,0,0,0,0,11000000,,0000709519,0000709519,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3577,,,0,1,,,0
1669127,9/16/2005,Saucony Inc,Stride Rite Corp,https://www.sec.gov/Archives/edgar/data/94887/000119312506028453/d10k.htm,86.09999999999999,55.818,174.856,,0,0,56.9,0,0,0,0,0,0,22000000,0,0,0,0,,,0000094887,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3149,,,0,1,,,0
1670620,7/29/2005,Niku Corp,Computer Assoc Intl Inc,https://www.sec.gov/Archives/edgar/data/356028/000095012305013360/y14467e10vq.htm,81,226,345,,14,0,2,23,0,0,0,42,0,0,0,0,0,0,,0000356028,0000356028,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,7372,,,0,1,,,0
1672411,9/14/2005,Vicuron Pharmaceuticals Inc,Pfizer Inc,https://www.sec.gov/Archives/edgar/data/78003/000007800305000277/q3-05pfe1.htm,1400,243,1900,,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000078003,0000078003,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,2834,,,0,1,,,0
1672557,9/16/2005,Integrated Circuit Systems Inc,Integrated Device Technology,https://www.sec.gov/Archives/edgar/data/703361/000119312505225659/d10q.htm,493.3,942.9,1682,,2.5,0,8.4,207,0,47.7,0,139.7,0,0,11.7,0,0,76300000,,,0000703361,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,3674,,,0,1,,,0
1673733,10/7/2005,Genaissance Pharmaceuticals,Clinical Data Inc,https://www.sec.gov/Archives/edgar/data/716646/000071664605000014/f10q206.htm,48.1,17.369,59.55,,30.4,0,0,9.199999999999999,0,0,0,8.1,0,4310000,0,0,0,400000,,,0000716646,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2836,,,0,1,,,0
1674381,9/30/2005,InKine Pharmaceutical Co,Salix Pharmaceuticals Ltd,https://www.sec.gov/Archives/edgar/data/1009356/000119312505221260/d10q.htm,74,88.69499999999999,210.049,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001009356,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2834,,,0,1,,,0
1675474,8/25/2005,SeeBeyond Technology Corp,Sun Microsystems Inc,https://www.sec.gov/Archives/edgar/data/709519/000119312505216226/d10q.htm,98,252,376,,11,0,0,34,0,0,0,53,0,0,0,0,0,0,,0000709519,0000709519,,,,,Lincel,,Post2002collect,,,,2005,Services,3577,,,0,1,,,0
1678070,9/1/2005,Paradyne Networks Inc,Zhone Technologies Inc,https://www.sec.gov/Archives/edgar/data/1101680/000119312505219807/d10q.htm,57.1,80.90000000000001,185.5,,1.2,10.1,0,12.3,0,0,0,29.1,0,0,3.3,0,0,1100000,,,0001101680,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,3669,,,0,1,,,0
1678314,8/12/2005,US Unwired Inc,Sprint Nextel Corp,https://www.sec.gov/Archives/edgar/data/101830/000119312505221568/d10q.htm,276,1100,949,,0,0,0,0,0,0,0,276,0,0,0,0,0,0,,0000101830,0000101830,,,,,Lincel,,Post2002collect,,,,2005,Services,4813,20.07,,0,1,,,0
1678343,10/26/2005,Helix Technology Corp,Brooks Automation Inc,https://www.sec.gov/Archives/edgar/data/933974/000095013506000601/b58975bae10vq.htm,81.59999999999999,283,458,,0,0,4.7,58.3,0,0,0,18.6,0,0,0,0,0,0,,0000933974,0000933974,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3674,,,0,1,,,0
1678384,8/30/2005,D&K Healthcare Resources Inc,McKesson Corp,https://www.sec.gov/Archives/edgar/data/927653/000095013405021052/f14301e10vq.htm,43,209,478,,0,0,0,0,0,0,0,43,0,0,0,0,0,0,,0000927653,0000927653,,,,,Lincel,,Post2002collect,,,,2005,Trade,5122,,,0,1,,,0
1679634,3/31/2006,Maytag Corp,Whirlpool Corp,https://www.sec.gov/Archives/edgar/data/106640/000110465906052581/a06-17365_110q.htm,1503.000064,1632,1870,1503000000,0,0,1110,98,0,0,0,295,0,0,0,0,0,0,,,0000106640,,,,,Alexey,,Post2002collect,,,,2006,Manufacturing,3633,36.82,,0,1,,,0
1679825,9/30/2005,Intermix Media Inc,News Corp,https://www.sec.gov/Archives/edgar/data/1308161/000119312505223253/d10q.htm,0,576,580,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001308161,0001308161,,,,,Lincel,,Post2002collect,,,,2005,Services,7812,,,0,1,,,0
1679925,1/13/2012,Summit Ent Group Corp Inc,Lions Gate Ent,https://www.sec.gov/Archives/edgar/data/929351/000092935112000030/lgf201233110-k.htm,12.8,93.432,925.794,,0,0,6.6,0,0,0,0,6.2,0,0,0,0,0,0,,,0000929351,,,,,Alexey,,Post2002collect,,,,2012,Services,7389,,,0,1,,,0
1680727,7/28/2005,Proxim Corp,YDI Wireless Inc,https://www.sec.gov/Archives/edgar/data/712511/000091431705003476/form10q-71852_terabeam.txt,14.8,.5649999999999999,24.3,,0,0,2.1,5.6,0,0,0,7.1,0,384000,0,0,0,0,,,0000712511,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,5065,,,0,1,,,0
1680978,10/3/2005,Guilford Pharmaceuticals Inc,MGI PHARMA Inc,https://www.sec.gov/Archives/edgar/data/702131/000119312505219953/d10q.htm,220.3,80.738,329.701,,156.5,0,0,0,0,0,0,0,0,33585000,0,0,0,63800000,,,0000702131,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2834,22.05,,0,1,,,0
1680990,10/14/2005,Priority Healthcare Corp,Express Scripts Inc,https://www.sec.gov/Archives/edgar/data/885721/000088572106000004/form10k2005.htm,85,991,1300,,0,0,2,0,0,1,0,82,0,0,0,0,0,0,,,0000885721,,,,,Allah,,Post2002collect,,,,2005,Services,5122,,,0,1,,,0
1681761,10/6/2005,BioSource International Inc,Invitrogen Corp,https://www.sec.gov/Archives/edgar/data/1073431/000119312505219972/d10q.htm,38.1,61.2,130,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001073431,0001073431,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,2836,,,1,1,38.1,61.2,1
1682975,10/26/2005,Extended Systems Inc,Sybase Inc,https://www.sec.gov/Archives/edgar/data/768262/000095013406005173/f18110e10vk.htm,31.3,44.9,70.7,,0,0,0,23.6,0,0,0,7.7,0,0,0,0,0,0,,0000768262,0000768262,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,7372,,,0,1,,,0
1683942,9/29/2005,Epiphany Inc,SSA Global Technologies Inc,https://www.sec.gov/Archives/edgar/data/1205431/000104746905028199/a2165921z10-q.htm,1.7,0,107.2,,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001205431,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,7371,,,0,1,,,0
1684872,11/1/2005,LabOne Inc,Quest Diagnostics Inc,https://www.sec.gov/Archives/edgar/data/1022079/000095011706000951/a41430.htm,139.5,680.109,809.0650000000001,,0,0,9,0,0,0,0,130,0,0,0,0,0,500000,,0001022079,0001022079,,,,,Lincel,,Post2002collect,,,,2005,Services,8071,12.56,,0,1,,,0
1686108,9/30/2005,Fastclick Inc,ValueClick Inc,https://www.sec.gov/Archives/edgar/data/1080034/000110465905054122/a05-18112_110q.htm,51.3,102.277,215.066,,0,0,13.9,1.2,0,0,0,31.7,0,0,0,0,0,4500000,,0001080034,0001080034,,,,,Lincel,,Post2002collect,,,,2005,Services,7311,,,0,1,,,0
1686712,10/20/2005,AeroGen Inc,Nektar Therapeutics,https://www.sec.gov/Archives/edgar/data/906709/000119312506056460/d10k.htm,19.8,8,34.5,,7.9,0,0,6.931,0,0,0,4.572,0,0,0,0,0,0,,,0000906709,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2834,,,0,1,,,0
1687452,1/12/2006,CyberGuard Corp,Secure Computing Corp,https://www.sec.gov/Archives/edgar/data/1001916/000119312506107089/d10q.htm,33.59,273.311,310.7,,0,0,.29,9.84,0,0,0,23.46,0,0,0,0,0,0,,0001001916,0001001916,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3577,,,0,1,,,0
1687737,11/14/2005,Eyetech Pharmaceuticals Inc,OSI Pharmaceuticals Inc,https://www.sec.gov/Archives/edgar/data/729922/000095012306003285/y18060e10vk.htm,201.4,320.005,909.393,,60.9,0,0,0,0,0,0,0,0,271934000,0,0,0,0,,,0000729922,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2834,,,0,1,,,0
1687968,10/20/2005,Plumtree Software Inc,BEA Systems Inc,https://www.sec.gov/Archives/edgar/data/1031798/000119312505239353/d10q.htm,52,101.948,212.05,,4.6,0,0,33.2,0,0,0,14.2,0,60345000,0,0,0,0,,,0001031798,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,7372,,,0,1,,,0
1688185,12/19/2005,Spectrum Organic Products Inc,Hain Celestial Group Inc,https://www.sec.gov/Archives/edgar/data/910406/000095016206000184/hain10q_123105.htm,0,35.6,46.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000910406,0000910406,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,2099,,,0,1,,,0
1688600,12/9/2005,York International Corp,Johnson Controls Inc,https://www.sec.gov/Archives/edgar/data/53669/000095013706001512/c02230e10vq.htm,494.4,1957.9,3100,,0,0,260,0,0,0,0,180,0,0,0,0,0,54400000,,0000053669,0000053669,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3585,24.33,75.67,0,1,,,0
1689663,10/20/2005,IWO Holdings Inc,Sprint Nextel Corp,https://www.sec.gov/Archives/edgar/data/101830/000119312506047226/d10k.htm,25088,15573,37816,,0,0,0,0,0,0,0,10448,0,0,0,0,0,14640000000,,0000101830,0000101830,,,,,Lincel,,Post2002collect,,,,2005,Services,4813,49.47,,0,1,,,0
1691222,1/4/2006,Maxim Pharmaceuticals Inc,EpiCept Corp,https://www.sec.gov/Archives/edgar/data/1208261/000095012306003277/y18713e10vk.htm,27.397,0,45.188,,26.754,0,0,0,.643,0,0,0,0,15135000,0,0,0,0,,,0001208261,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,2834,,,0,1,,,0
1692716,1/31/2006,Siebel Sys Inc,Oracle Corp,https://www.sec.gov/Archives/edgar/data/1341439/000119312506076643/d10q.htm,1628,2523,6149,,72,0,29,599,0,0,0,108,0,0,0,0,0,820000000,,,0001341439,,,,,Alexey,,Post2002collect,,,,2006,Manufacturing,7372,,,0,1,,,0
1694404,12/19/2005,Peregrine Systems Inc,Hewlett Packard Co,https://www.sec.gov/Archives/edgar/data/47217/000104746906003210/a2167734z10-q.htm,196,393,442,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000047217,0000047217,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3571,,,0,1,,,0
1694877,12/20/2005,Icoria Inc,Clinical Data Inc,https://www.sec.gov/Archives/edgar/data/716646/000095013506000846/b59165cde10vq.htm,10.5,8.164,12.124,,3.4,0,0,3.4,0,0,0,3.3,0,1901000,0,0,0,400000,,,0000716646,,,,,Allah,,Post2002collect,,,,2005,Manufacturing,2836,,,0,1,,,0
1695629,1/31/2006,Engineered Support Systems Inc,DRS Technologies Inc,https://www.sec.gov/Archives/edgar/data/28630/000110465906041220/a06-12772_110k.htm,136.13,1781.062,1956.155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000028630,0000028630,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3812,,,0,1,,,0
1695710,1/31/2006,Dex Media Inc,RH Donnelley Corp,https://www.sec.gov/Archives/edgar/data/30419/000095014406004837/g01454e10vq.htm,8930,2352.417,4100,,0,0,490,0,0,0,0,1090,0,0,0,0,0,7350000,,,0000030419,,,,,Allah,,Post2002collect,,,,2006,Services,2741,,,0,1,,,0
1698395,1/6/2006,Bindview Development Corp,Symantec Corp,https://www.sec.gov/Archives/edgar/data/849399/000089161806000063/f16918e10vq.htm,65.3,93.07899999999999,210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000849399,0000849399,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,7372,,,1,1,65.3,93.07899999999999,1
1699749,2/1/2006,Centra Software Inc,Saba Software Inc,https://www.sec.gov/Archives/edgar/data/1070380/000119312506080451/d10q.htm,18.08,21.948,62.26,,.76,0,.82,5.89,0,0,0,10.17,0,27731000,.44,0,0,0,,,0001070380,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,7372,,,0,1,,,0
1702398,11/30/2005,Adv Neuromodulations Sys Inc,St Jude Medical Inc,https://www.sec.gov/Archives/edgar/data/203077/000089710106000598/stjude061103_10k.htm,272.6,811.648,1353.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000203077,0000203077,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3845,,,1,1,272.6,811.648,1
1702582,1/5/2006,Bio-Logic Systems Corp,Natus Medical Inc,https://www.sec.gov/Archives/edgar/data/878526/000119312506112865/d10q.htm,29.7,23.38,69.455,,5.9,0,2.5,21.3,0,0,0,0,0,0,0,0,0,0,,,0000878526,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,3845,,,0,1,,,0
1702915,4/12/2006,Roanoke Electric Steel Corp,Steel Dynamics Inc,https://www.sec.gov/Archives/edgar/data/1022671/000110465906052499/a06-15825_110q.htm,14.5,28.795,243.449,,0,0,4.5,0,0,0,0,8,0,0,2,0,0,0,,,0001022671,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,3312,,,0,1,,,0
1703727,12/30/2005,Captiva Software Corp,EMC Corp,https://www.sec.gov/Archives/edgar/data/790070/000119312506045961/d10k.htm,82.34999999999999,259.935,322.49,,14.27,0,2,42.53,0,.75,0,22.8,0,0,0,0,0,0,,0000790070,0000790070,,,,,Lincel,,Post2002collect,,,,2005,Manufacturing,3572,,,0,1,,,0
1708817,1/27/2006,Benthos Inc,Teledyne Technologies Inc,https://www.sec.gov/Archives/edgar/data/1094285/000095012906005119/v20316e10vq.htm,5.7,19.1,40.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001094285,0001094285,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,7376,,,0,1,,,0
1710031,4/28/2006,Advanced Power Technology Inc,Microsemi Corp,https://www.sec.gov/Archives/edgar/data/310568/000119312506170966/d10q.htm,59.66,50.8,146.221,,15.3,0,0,39.08,0,0,0,3.25,0,0,2.03,0,0,0,,0000310568,0000310568,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3674,,,0,1,,,0
1711077,2/1/2006,eCOST Com Inc,PFSweb Inc,https://www.sec.gov/Archives/edgar/data/1095315/000095013406010004/d34692e10vq.htm,7.657,18.265,28.078,,0,0,0,0,0,0,0,0,0,1036000,0,0,0,0,,,0001095315,,,,,Allah,,Post2002collect,,,,2006,Trade,7389,,,0,1,,,0
1711796,3/24/2006,Inamed Corp,Allergan Inc,https://www.sec.gov/Archives/edgar/data/850693/000095013706005714/a20304e10vq.htm,1244.300032,1913.1,3276.8,,562.8,0,0,634.5,0,0,0,42.9,0,0,0,0,0,4100000,,,0000850693,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,2834,,,0,1,,,0
1711816,2/24/2006,Compex Technologies Inc,Encore Medical Corp,https://www.sec.gov/Archives/edgar/data/944763/000095013406009454/d35960e10vq.htm,31.227,36.729,102.663,,4.016,0,5.581,8.523,0,0,0,13.107,0,0,0,0,0,0,,0000944763,0000944763,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3842,,,0,1,,,0
1711994,6/27/2006,Knight Ridder Inc,McClatchy Co,https://www.sec.gov/Archives/edgar/data/1056087/000119312506223523/d10q.htm,1278,3373.967,4633.642,,0,0,0,0,0,0,0,634,0,0,0,0,0,644000000,,0001056087,0001056087,,,,,Lincel,,Post2002collect,,,,2006,Services,2711,,,0,1,,,0
1712956,2/27/2006,Scientific Atlanta Inc,Cisco Systems Inc,https://www.sec.gov/Archives/edgar/data/858877/000119312506119108/d10q.htm,1949,3757,7087,,0,0,0,546,0,0,0,1346,0,0,0,0,0,57000000,,0000858877,0000858877,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3577,,,0,1,,,0
1713289,2/1/2006,Alamosa Holdings Inc,Sprint Nextel Corp,https://www.sec.gov/Archives/edgar/data/101830/000119312506101830/d10q.htm,1277,2795,3395,,0,0,0,0,0,0,0,623,0,0,0,0,0,654000000,,0000101830,0000101830,,,,,Lincel,,Post2002collect,,,,2006,Services,4813,20.79,,0,1,,,0
1714037,6/2/2006,Med-Design Corp,Specialized Health Prod Intl,https://www.sec.gov/Archives/edgar/data/790228/000103883806000667/q063006.htm,2.485,.882703,12.93238,,0,0,0,0,0,0,0,0,0,0,0,0,0,2485000,,,0000790228,,,,,Alexey,,Post2002collect,,,,2006,Manufacturing,3841,,100,0,1,,,0
1717035,4/21/2006,Guidant Corp,Boston Scientific Corp,https://www.sec.gov/Archives/edgar/data/885725/000107261306001717/form10-q_14526.htm,11888,12452,28382,,4169,0,0,7027,0,0,0,688,0,0,0,0,0,4000000,,0000885725,0000885725,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3841,,,0,1,,,0
1718565,2/15/2006,JAMDAT Mobile Inc,Electronic Arts Inc,https://www.sec.gov/Archives/edgar/data/712515/000095013406011401/f21019e10vk.htm,212,495,684,,0,0,0,122,0,0,0,0,85,0,0,0,0,5000000,,,0000712515,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,7372,,,0,1,,,0
1720042,6/8/2006,Anteon International Corp,General Dynamics Corp,https://www.sec.gov/Archives/edgar/data/40533/000119312506160527/d10q.htm,395,1700,2000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000040533,0000040533,,,,,Lincel,,Post2002collect,,,,2006,Services,3812,,,1,1,395,1700,1
1720337,2/15/2006,GoRemote Internet Comm Inc,iPass Inc,https://www.sec.gov/Archives/edgar/data/1053374/000089161806000210/f20140e10vq.htm,8.9,61.471,84.729,,0,0,0,0,0,0,0,7.6,.95,0,0,0,0,350000,,,0001053374,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,7374,,,0,1,,,0
1720417,4/3/2006,Abgenix Inc,Amgen Inc,https://www.sec.gov/Archives/edgar/data/318154/000110465906052672/a06-15779_110q.htm,1421,730,2195,,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000318154,0000318154,,,,,Lincel,,Post2002collect,,,,2006,Services,2836,,,0,1,,,0
1722202,2/15/2006,Micromuse Inc,IBM Corp,https://www.sec.gov/Archives/edgar/data/51143/000110465906027428/a06-9204_110q.htm,97,694,862,,1,0,0,46,0,0,0,46,0,0,0,0,0,4000000,,0000051143,0000051143,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3571,,,0,1,,,0
1722226,5/22/2006,Maxtor Corp,Seagate Technology Inc,https://www.sec.gov/Archives/edgar/data/1137789/000119312506188012/d10k.htm,315,2458,2045,315000000,0,0,33,143,0,0,0,139,0,0,0,0,0,0,,,0001137789,,,,,Alexey,,Post2002collect,,,,2006,Manufacturing,3572,,,0,1,,,0
1722502,1/1/2006,Webhire Inc,Kenexa Corp,https://www.sec.gov/Archives/edgar/data/1114714/000110465906034278/a06-10948_110q.htm,1.928,29.52,34.939,,0,0,.02,0,0,0,0,1.031,0,2793000,0,0,0,877000,,,0001114714,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,7372,,,0,1,,,0
1726780,3/31/2006,Hughes Supply Inc,Home Depot Inc,https://www.sec.gov/Archives/edgar/data/354950/000110465906038852/a06-12315_110q.htm,777,2113,3500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000354950,0000354950,,,,,Lincel,,Post2002collect,,,,2006,Trade,5211,8.199999999999999,,1,1,777,2113,1
1728510,4/3/2006,Earle M Jorgensen Co,Reliance Steel & Aluminum Co,https://www.sec.gov/Archives/edgar/data/861884/000095013406015453/a22894e10vq.htm,281.7,320.377,984,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000861884,,,,,Allah,,Post2002collect,,,,2006,Trade,5051,,,1,1,281.7,320.377,1
1728815,5/5/2006,Pixar Inc,Walt Disney Co,https://www.sec.gov/Archives/edgar/data/1001039/000119312506166907/d10q.htm,233,5568,7495,,0,0,164,0,0,0,0,0,0,0,0,0,0,0,,0001001039,0001001039,,,,,Lincel,,Post2002collect,,,,2006,Services,4841,,,0,1,,,0
1731568,4/4/2006,Intrado Inc,West Corp,https://www.sec.gov/Archives/edgar/data/1024657/000095013706008891/c07231e10vq.htm,63.218,367.887,538.816,,0,0,0,0,0,0,0,0,0,58322000,0,0,0,0,,,0001024657,,,,,Allah,,Post2002collect,,,,2006,Services,7389,,,0,1,,,0
1731715,1/31/2006,Nova Technologies Inc,Baker Hughes Inc,https://www.sec.gov/Archives/edgar/data/808362/000095012906004763/h35481e10vq.htm,26.9,29.7,58.4,,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000808362,0000808362,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3533,,,0,1,,,0
1733282,5/1/2006,J Jill Group Inc,Talbots Inc,https://www.sec.gov/Archives/edgar/data/912263/000095013506005619/b62220tie10vq.htm,173.152,221.171,524.287,,0,0,80,0,0,4.5,0,77.7,0,30445000,0,0,0,10952000,,,0000912263,,,,,Allah,,Post2002collect,,,,2006,Trade,5621,,,0,1,,,0
1733433,3/31/2006,Raindance Communications Inc,West Corp,https://www.sec.gov/Archives/edgar/data/1024657/000095013706008891/c07231e10vq.htm,16.766,45.438,157.827,,0,0,0,0,0,0,0,0,0,45126000,0,0,0,0,,,0001024657,,,,,Allah,,Post2002collect,,,,2006,Services,7389,,,0,1,,,0
1734353,4/20/2006,Segue Software Inc,Borland Software Corp,https://www.sec.gov/Archives/edgar/data/853273/000119312506172745/d10q.htm,48.3,65.52800000000001,115.939,,4.8,0,1,23.4,0,.3,11.3,7.5,0,0,0,0,0,0,,0000853273,0000853273,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,7372,,,0,1,,,0
1735275,8/9/2006,Xenogen Corp,Caliper Life Sciences Inc,https://www.sec.gov/Archives/edgar/data/1014672/000110465906073582/a06-22085_110q.htm,47.747,21.376,62.08,,2.898,0,2.898,36.883,0,0,0,4.99,0,10000000,.078,0,0,0,,,0001014672,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,3826,,,0,1,,,0
1737870,10/12/2006,ADE Corp,KLA-Tencor Corp,https://www.sec.gov/Archives/edgar/data/319201/000119312507024847/d10q.htm,139.9,244.029,490.843,,2.9,30.2,11.8,59.9,0,0,0,26.8,0,0,0,0,0,8300000,,0000319201,0000319201,,,,,Lincel,,Post2002collect,,,,2006,Manufacturing,3674,,,0,1,,,0
1739992,12/29/2006,BellSouth Corp,AT&T Inc,https://www.sec.gov/Archives/edgar/data/732717/000073271707000030/att_1q07.htm,10085.000192,24467,66798,,0,100,541,0,0,0,0,9230,0,0,0,0,0,214000000,,0000732717,0000732717,,,,,Lincel,,Post2002collect,,,,2006,Services,4813,7.57,,0,1,,,0
1741256,6/21/2006,Lexar Media Inc,Micron Technology Inc,https://www.sec.gov/Archives/edgar/data/723125/000110465906072331/a06-20825_210k.htm,183,486,886,,0,0,0,0,0,0,0,0,0,101000000,0,0,0,0,,,0000723125,,,,,Allah,,Post2002collect,,,,2006,Manufacturing,3674,,,0,1,,,0
